model_name,accuracy,hamming_loss,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro,specificity_macro,roc_auc_macro,pr_auc_macro,seconds_per_image,total_parameters,trainable_parameters,checkpoint_size_bytes,f1_rank,recall_rank,auc_roc_rank,inference_rank,selection_score,tn_total,fp_total,fn_total,tp_total,checkpoint_path
Vision Transformer ViT,0.2115987460815047,0.3328108672936259,0.46510249006897675,0.6605269185207718,0.5426204745200972,0.4593433568579319,0.6557161629434954,0.5402381811620354,0.671925057005196,0.720081098376705,0.5322515883124739,0.010037491484376914,85801732,3076,343270097,1.0,4.0,1.0,1.0,1.9000000000000001,3611,1762,786,1497,artifacts_cardioia_pytorch_multilabel\modelos\vision_transformer_vit.pt
