accuracy,hamming_loss,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,specificity_macro,roc_auc_macro,roc_auc_micro,pr_auc_macro,pr_auc_micro,tn_total,fp_total,fn_total,tp_total,threshold,precision,recall,f1,specificity,roc_auc,pr_auc,model,model_name,auc_roc,seconds_per_image,total_parameters,trainable_parameters,checkpoint_path,checkpoint_size_bytes
0.12434691745036573,0.41522988505747127,0.3888888888888889,0.6868155935173018,0.4965954077593032,0.3889192141404588,0.6823796570285707,0.4935163045817608,0.5382747763978804,0.6667119892560582,0.6670926214923029,0.44519747352258043,0.442733158547623,2909,2464,715,1568,0.5,0.3889192141404588,0.6823796570285707,0.4935163045817608,0.5382747763978804,0.6667119892560582,0.44519747352258043,CNN base,CNN base,0.6667119892560582,0.011011666328124647,12938948,12938948,artifacts_cardioia_pytorch_multilabel\modelos\cnn_base.pt,51760341
0.06844305120167189,0.5185475444096134,0.3434774540731119,0.8107752956636005,0.48253388946819603,0.3465795764696235,0.8146441066486851,0.48207421442430815,0.34190051727902837,0.6482723530786139,0.624460453824092,0.42906846049878195,0.39599142668670434,1835,3538,432,1851,0.5,0.3465795764696235,0.8146441066486851,0.48207421442430815,0.34190051727902837,0.6482723530786139,0.42906846049878195,CNN melhorada,CNN melhorada,0.6482723530786139,0.010216154453124205,1206628,1206628,artifacts_cardioia_pytorch_multilabel\modelos\cnn_melhorada.pt,4852643
0.19383490073145246,0.3456112852664577,0.44534778681120146,0.6478318002628121,0.5278372591006424,0.4446890312818205,0.6504523139546051,0.5276885274562028,0.6563455938582831,0.6998009425821954,0.7030425973575801,0.49791306233674204,0.500616248928314,3531,1842,804,1479,0.5,0.4446890312818205,0.6504523139546051,0.5276885274562028,0.6563455938582831,0.6998009425821954,0.49791306233674204,ResNet50,ResNet50,0.6998009425821954,0.010176791718751587,23516228,14972932,artifacts_cardioia_pytorch_multilabel\modelos\resnet50.pt,94383237
0.19540229885057472,0.3470480668756531,0.4461405529953917,0.6784932106876916,0.5383145091225022,0.4503746625974512,0.6825645330199765,0.5392302559388474,0.641302462230905,0.7156937914938318,0.7202192970335037,0.5256474222371734,0.5190538403752861,3450,1923,734,1549,0.5,0.4503746625974512,0.6825645330199765,0.5392302559388474,0.641302462230905,0.7156937914938318,0.5256474222371734,VGG16,VGG16,0.7156937914938318,0.01004620304687478,134276932,7095812,artifacts_cardioia_pytorch_multilabel\modelos\vgg16.pt,537117623
0.17972831765935215,0.35867293625914315,0.4326055312954876,0.6508979413053001,0.5197621545995104,0.43520077443718447,0.6515912012469238,0.5205336375348173,0.6354162847018022,0.6961511582826274,0.699950532174508,0.4895925279345249,0.48864144732619164,3424,1949,797,1486,0.5,0.43520077443718447,0.6515912012469238,0.5205336375348173,0.6354162847018022,0.6961511582826274,0.4895925279345249,EfficientNetB0,EfficientNetB0,0.6961511582826274,0.010070404453125547,4012672,1134516,artifacts_cardioia_pytorch_multilabel\modelos\efficientnetb0.pt,16351665
0.2115987460815047,0.3328108672936259,0.4593433568579319,0.6557161629434954,0.5402381811620354,0.46510249006897675,0.6605269185207718,0.5426204745200972,0.671925057005196,0.720081098376705,0.7225177003591634,0.5322515883124739,0.5293141085148326,3611,1762,786,1497,0.5,0.46510249006897675,0.6605269185207718,0.5426204745200972,0.671925057005196,0.720081098376705,0.5322515883124739,Vision Transformer ViT,Vision Transformer ViT,0.720081098376705,0.010037491484376914,85801732,3076,artifacts_cardioia_pytorch_multilabel\modelos\vision_transformer_vit.pt,343270097
